intervener,target,start,end,source,direction,type,amount,air,naval,size_naval,firing_outside,intervener_casualties,target casualties,domestic_dispute,affect_policies,social_protective,pursuit_border,economic,strategic,humanitarian,territorial,military/diplomatic,contiguity,int_contig,description
651,200,19630214,19640331,1,3,5,9,4,0,9,9,999,25,9,1,9,9,9,1,0,9,9,0,1,Yem War/Aden-NYT/MEJ/Ks/Bdb/Wn
850,200,19630412,19630916,1,3,5,1,0,2,1,9,15,999,1,0,9,0,9,1,0,1,0,2,2,Sarawak Raids--James & Small
2,41,19630505,19630604,1,3,9,9,0,2,2,0,0,0,9,1,0,0,9,1,1,0,1,0,0,Haiti-Dom Dispute--Butter
652,645,19630610,19631231,2,2,5,2,3,0,9,0,200,999,1,0,9,9,9,1,0,0,0,1,1,Kurdish War-O'Ballance/NYT
1,678,19630613,19640904,4,0,2,1,2,0,9,0,0,0,0,1,0,0,0,9,1,0,9,9,0,UN(UNYOM)-Wnhse/Riggs-P/UN
200,678,19630622,19650418,1,3,3,1,4,0,9,1,12,999,9,1,0,9,1,1,0,9,9,0,1,Retal Aden-Yem-NYT/Jesp/MEJ/Ks
1,670,19630704,19640904,4,0,2,1,2,0,9,0,0,0,0,1,0,0,0,9,1,0,9,9,0,UN(UNYOM)-Wnhse/Riggs-P/UN
220,484,19630814,19630817,3,2,3,2,2,0,9,0,0,0,1,0,9,0,1,9,9,0,1,0,1,Riot Control-Corbett/NYT/FoF
663,666,19630825,19630825,1,3,9,9,0,0,9,1,1,1,9,1,9,0,9,1,9,1,9,1,1,Jerus. Clash--NYT/FoF
666,663,19630825,19630825,1,3,9,9,0,0,9,1,1,1,9,1,0,9,9,1,9,1,9,1,1,Jerus. Clash--NYT/FoF
652,660,19630831,19631108,1,3,5,1,9,0,9,9,1,4,9,1,9,1,9,1,0,9,0,1,1,Border Clashes--NYT/FoF
204,820,19630916,19660811,4,1,5,4,4,5,2,1,295,812,1,0,9,0,9,1,9,1,9,9,0,Malays. Fed.--NYT
600,615,19631014,19640717,1,3,5,2,4,0,9,1,10,310,0,1,9,0,1,9,0,2,1,1,1,Border-NYT/Kees/Hasna/Butterw
615,600,19631017,19640717,1,3,5,9,9,0,9,1,310,10,0,1,9,0,1,9,0,2,1,1,1,Border-NYT/FoF/Ks/Hasna/Btrw
429,615,19631104,19640707,4,0,2,1,9,0,9,0,0,0,0,1,0,0,0,9,1,0,9,9,0,Mali/Eth Obs.--Kees/Jessup
429,600,19631104,19640707,4,0,2,1,9,0,9,0,0,0,0,1,0,0,0,9,1,0,9,9,0,Mali/Eth Obs.--Kees/Jessup
2,670,19631112,19631112,1,1,0,0,3,4,1,0,0,0,0,1,0,0,1,1,9,0,9,0,0,UAR Bombing--Keesings
350,352,19631225,19640831,2,2,4,3,3,2,9,0,999,999,1,0,1,0,1,1,9,1,9,0,0,Cyp.--Purcell/NYT
640,352,19631225,19640831,2,4,4,2,4,5,1,1,999,999,1,0,1,0,9,1,9,1,9,2,2,Cyp.--Purcell/NYT
200,352,19631226,19640327,2,0,3,3,9,2,9,0,999,999,0,1,0,0,9,1,1,0,9,0,0,Cyp.-Purcell/NYT/Rikhye
850,820,19631229,19660811,1,3,5,4,2,2,9,9,812,295,1,0,1,0,1,1,9,1,0,1,1,Mal.Fed.-Purcell/Hyde/James-Sm
663,670,19631231,19670531,9,5,3,1,9,0,9,0,999,999,0,1,0,9,1,1,9,0,9,1,1,Yem War Deter--Badeeb
2,511,19640112,19640114,1,0,0,0,0,1,1,9,0,0,9,1,9,0,9,9,1,0,1,0,9,Evac. Personnel-FoF
200,511,19640112,19640125,1,9,3,1,9,2,1,9,999,999,9,1,1,9,9,9,1,0,1,0,9,Protect Citizens--NYT
530,520,19640116,19640530,1,6,5,9,4,0,9,9,109,376,0,1,0,1,9,1,0,1,9,1,1,Border Clashes-AD/ARB/NYT/Kees
200,500,19640123,19640731,1,1,4,1,2,0,9,0,0,0,1,0,9,9,9,1,9,0,9,0,1,E.Afr Disorder-NYT/Keesings
200,501,19640124,19731231,1,1,5,1,2,0,9,0,999,999,1,0,9,0,9,1,9,0,9,0,0,Army Mutiny/AF Command-NYT
200,510,19640125,19640401,1,1,4,2,3,4,1,1,0,12,1,0,9,9,9,1,9,0,9,0,1,E.Afr Disorder-NYT/Keesings
220,481,19640218,19651231,1,1,5,1,4,4,9,9,6,25,1,0,9,0,1,1,9,0,9,0,1,Abort Coup/G.Army-NYT/G.Hist
520,530,19640228,19640530,1,3,5,1,9,0,9,9,376,109,1,0,1,0,1,1,0,1,0,1,1,Som Irredentism-NYT/Keesings
1,352,19640313,19740814,4,0,5,3,9,2,9,0,2,999,0,1,0,0,0,9,1,0,9,0,0,Cyp.-Riggs-P/FoF/Rikhye
2,811,19640319,19690318,1,6,5,1,9,9,9,1,999,999,0,1,0,1,9,1,0,0,0,0,1,Pursue V.C.--NYT/Liefer
429,510,19640331,19640922,4,1,3,1,2,9,9,0,999,999,9,1,0,0,0,9,1,0,1,9,0,Nig/OAU-FoF/NYT/AfD/ARB/Ks/LTm
2,481,19640412,19640413,1,0,0,0,1,0,9,0,0,0,0,1,9,0,0,0,1,0,1,0,0,Disturbances-Evac.-NYT
2,812,19640430,19731231,1,2,9,9,4,9,9,9,999,999,1,0,9,9,9,1,0,0,9,0,1,Counter-Insurg.-As.Sch./Karnow
816,812,19640430,19750501,3,1,5,4,3,0,9,9,998,999,1,0,0,0,9,1,0,9,1,1,1,Civil War--Singer-Small/Zacher
816,817,19640430,19750501,1,4,5,4,9,9,9,9,998,998,1,0,9,0,9,1,0,1,0,1,1,Insurgency--Karnow
350,352,19640531,19680116,3,2,4,3,9,9,9,9,999,300,1,0,1,0,1,1,9,1,9,0,0,Cyp.-Kees/NYT/Purcell/FoF
640,352,19640531,19681231,3,4,4,2,4,5,1,1,999,300,1,0,1,0,9,1,9,1,9,2,2,Cyp.-Kees/NYT/Purcell/FoF
817,816,19640730,19651231,1,3,9,9,4,5,9,1,999,999,0,1,0,1,9,1,0,1,1,1,1,Boat&Bomb Raids--PPap/NYT
2,816,19640804,19750501,1,3,0,0,4,5,2,1,998,998,0,1,0,1,9,1,0,0,0,0,1,Air War--Lessons/PPapers
2,490,19640814,19650815,1,1,4,9,2,9,9,0,1,999,1,0,9,0,9,1,1,0,9,0,0,Anti-rebel.-NYT
816,811,19641031,19750430,1,6,4,4,9,0,9,9,998,999,9,1,9,0,9,1,0,9,1,1,1,VN Insurg.--Shawcross
652,666,19641113,19670407,1,3,9,9,4,0,9,1,2,4,0,1,9,0,1,1,0,2,9,1,1,Water/Fatah/Galilee-Khouri/NYT
666,652,19641113,19670407,1,3,9,9,4,0,9,1,4,2,0,1,0,1,1,1,0,1,9,1,1,Water/Fatah/Galilee-Khouri/NYT
200,490,19641124,19641130,1,1,4,1,9,2,9,0,999,999,9,1,9,0,9,9,1,0,9,0,0,Free Hostages-Butterworth/NYT
211,490,19641124,19641130,1,1,3,1,9,2,9,0,999,999,9,1,9,9,9,9,1,9,9,0,0,Free Hostages-Butterworth/NYT
235,490,19641231,19641231,1,6,5,9,4,0,9,9,999,999,0,1,0,1,9,1,0,9,9,1,1,Anti-Ang.Rebel-ARB
710,816,19641231,19711231,1,5,3,9,9,9,9,9,998,999,9,1,9,0,9,1,9,9,9,1,1,Assist Defense--NYT
2,812,19650131,19731231,1,6,5,1,4,9,9,9,999,999,9,1,9,1,9,1,0,0,1,0,1,Attack HCM Trail--FoF
500,490,19650215,19650531,1,3,5,1,9,0,9,1,1,1,9,1,9,0,9,1,0,9,9,1,1,Anti-Tshombe Reb-AR/NYT/FoF
490,500,19650216,19650531,1,3,5,1,9,0,9,1,1,1,0,1,0,1,9,1,0,9,9,1,1,Anti-Tshombe Reb-AR/NYT/FoF
2,817,19650308,19730329,3,2,5,4,4,5,2,1,998,998,1,0,9,0,9,1,0,0,1,0,0,Ground Troops-PPap/NYT/WSJ
750,770,19650409,19660225,1,3,5,2,4,9,9,1,56,34,0,1,0,0,9,9,0,1,0,1,1,Rann of K.--NYT/MEPD/FoF/Kees
770,750,19650409,19650630,1,3,5,2,4,9,9,1,34,56,0,1,0,0,9,9,0,2,0,1,1,Rann of K.--NYT/MEPD/FoF/Kees
678,200,19650418,19650418,1,3,9,9,9,0,9,1,999,999,9,1,9,9,9,1,0,9,9,1,1,Border Firing--NYT
2,42,19650428,19660931,1,2,5,4,2,9,9,0,199,17,1,0,0,0,9,1,9,0,9,0,0,Civil War--Zacher
29,42,19650523,19660931,4,0,3,4,9,9,9,0,17,17,9,1,0,0,9,0,1,0,9,0,0,Civil W--Butter/Wainhouse
666,663,19650527,19661113,1,3,5,9,9,0,9,9,11,84,9,1,0,1,9,1,0,1,9,1,1,Retal. Fatah--Khouri
900,817,19650601,19720312,1,2,5,2,9,9,9,9,998,998,1,0,0,0,9,1,0,0,0,0,0,VN War-NYT/Bowman/Stanton
920,817,19650715,19720630,1,2,5,1,0,9,9,1,998,998,1,0,0,0,9,1,0,0,0,0,0,VN War-NYT/Bowman/Stanton
645,640,19650728,19650728,1,6,0,0,4,0,9,9,999,11,9,1,0,1,1,1,0,1,9,1,1,Kurdish War--NYT
770,750,19650808,19660225,1,3,5,2,4,0,9,1,998,998,9,1,9,0,1,1,0,2,9,1,1,Kashmir-Dsp82/MEPD/Ks/EncyWar
750,770,19650816,19650906,1,3,4,2,9,0,9,9,999,999,0,1,0,1,1,1,0,1,9,1,1,Kashmir-Disp.82/MEPD/Kees
830,820,19650819,19660811,1,2,9,9,9,9,9,9,999,999,1,0,9,0,9,1,9,9,9,0,0,Malays. Fed--NYT
750,770,19650906,19660225,1,3,5,4,4,9,9,9,998,998,9,1,0,9,1,1,0,1,9,1,1,Ind-Pak War-Disp82/MEPD/Kees
625,500,19650917,19711216,1,6,5,9,4,0,9,1,999,999,9,1,0,1,9,9,0,1,9,1,1,Pursue Rebels-Butterworth/ARB
710,750,19650921,19690427,1,3,5,2,9,0,9,1,600,300,0,1,9,9,9,1,0,2,1,1,1,Disp. Territory--NYT/Keesings
750,710,19650921,19690427,2,3,5,2,9,0,9,1,300,600,0,1,9,0,9,1,0,2,1,1,1,Disp. Territory--NYT/Keesings
666,660,19651028,19651103,1,6,5,9,0,0,9,9,999,1,9,1,0,1,9,1,0,1,9,1,1,Fatah--Khouri/NYT
1,770,19651031,19660228,4,0,2,1,2,9,9,0,0,0,0,1,9,0,0,0,1,9,9,9,9,UNIPOM--Wainhouse/Riggs&Plano
1,750,19651031,19660228,4,0,2,1,2,9,9,0,0,0,0,1,9,0,0,0,1,9,9,9,9,UNIPOM--Wainhouse/Riggs&Plano
800,812,19651130,19741231,1,2,5,4,4,9,9,9,999,999,1,0,9,9,0,1,0,9,9,1,1,C-Insurg-Jesssup/Zacher/SLPD
200,551,19651203,19660430,1,1,3,1,2,0,9,0,0,0,0,1,0,0,1,1,0,0,0,0,9,Protect from Rhod-- FoF/NYT
817,812,19660101,19731231,1,6,5,3,4,9,9,9,999,999,9,1,9,1,9,1,0,9,0,1,1,Counter Insur.-Karnow/PPap
645,630,19660102,19660131,1,6,9,9,9,0,9,1,999,999,9,1,0,1,1,1,0,1,9,1,1,Kurdish War--NYT/FoF
220,437,19660320,19660430,2,1,4,9,9,0,9,0,999,999,0,1,0,0,0,1,0,0,9,0,0,Anti-Guin/Ghan-ARB/AR
438,437,19660424,19660425,1,3,9,9,0,0,9,1,1,1,0,1,0,0,0,9,9,9,9,1,1,Border Tension--ARB/AR
235,551,19660531,19720831,1,6,4,1,4,0,9,1,4,29,9,1,0,1,9,1,0,9,9,1,1,Ang/MozRebel-Ptman/NYT/ARB/ACR
800,817,19660723,19720331,1,2,5,2,9,9,9,9,350,998,1,0,9,9,9,1,0,9,0,1,1,VN War-NYT/Bowman/Stanton
732,817,19660815,19730323,1,2,5,4,9,9,9,9,998,998,1,0,0,0,9,1,0,0,0,0,0,VN War-NYT/Bowman/Stanton
2,800,19660831,19760720,1,1,9,9,2,9,9,0,999,999,1,0,0,9,9,1,0,0,1,0,0,Counter-Insurg.--NYT
840,817,19660916,19700115,1,2,5,2,9,9,9,9,999,999,1,0,0,0,9,1,0,9,0,0,0,VN War-NYT/Bowman/Stanton
820,850,19661108,19761231,1,2,3,9,9,9,9,9,999,999,1,0,9,1,9,1,9,9,9,1,1,Joint Counter-Insurg.-NYT
850,820,19661108,19761231,1,2,3,9,9,9,9,9,999,999,1,0,9,1,9,1,9,9,9,1,1,Joint Counter-Insurg.-NYT
200,678,19661130,19661231,1,3,9,9,4,0,9,1,999,12,9,1,0,9,1,1,0,9,9,0,1,Aden/Attack Village--MEJ
235,510,19661130,19670418,1,6,5,1,9,0,9,9,999,4,0,1,0,1,9,1,0,9,9,1,1,Incursions--ARB
200,698,19661231,19770331,2,1,5,1,9,9,9,9,4,780,1,0,9,0,1,1,0,9,1,0,0,Dfr-Jsp/MPD/Tnd/Ptsn/Ks/NT/FoF
365,712,19661231,19881231,1,5,3,4,9,0,9,9,999,999,0,1,0,0,9,1,0,1,9,1,1,Deter PRC--Kaplan/NYT
710,235,19670101,19670131,1,4,0,0,0,4,1,9,0,0,1,0,1,0,9,9,9,1,9,1,1,Aid Protest--Jessup
40,101,19670508,19670512,1,3,4,1,0,2,9,9,2,999,1,0,9,0,9,1,9,0,0,0,0,Guer. Landing-NYT/Kees/Butterw
615,651,19670529,19671231,1,5,4,9,9,9,9,0,999,999,0,1,0,0,9,1,0,2,0,0,0,Pre-War/Israel--Jessup
645,663,19670531,19701031,1,5,4,4,0,0,9,0,999,999,9,1,0,0,9,1,0,2,0,1,1,Pre-War/Israel--Jessup/NYT
625,651,19670605,19721007,1,5,4,1,9,0,9,0,0,999,0,1,0,0,9,1,0,2,9,1,1,Post67-Jessp/NYT/O'Bl/Ks/FoF
652,666,19670605,19670606,1,3,5,1,4,0,9,1,998,421,9,1,0,0,9,1,9,1,1,1,1,Six Day War--Safran
663,666,19670605,19670606,1,3,9,0,4,0,9,1,998,998,9,1,0,0,9,1,9,1,1,1,1,Six Day War--Safran
666,651,19670605,19671031,1,3,5,4,4,5,2,1,998,998,0,1,0,1,9,1,0,1,9,1,1,Six Day War-Khouri/Moore/Kees.
666,652,19670605,19670611,1,3,5,4,4,9,9,9,421,998,0,1,0,9,9,1,0,1,9,1,1,Six Day War-Khouri/Moore/Kees.
666,663,19670605,19680108,1,3,5,4,4,9,9,1,998,998,9,1,0,1,9,1,0,1,9,1,1,Six Day War-Khouri/Jessup
666,645,19670605,19670611,1,3,0,0,4,0,9,0,999,999,0,1,0,0,9,1,0,1,9,0,0,Six Day War-Khouri/Moore/Kees.
645,666,19670606,19670606,1,3,0,0,4,0,9,0,999,999,9,1,0,0,9,1,0,0,0,0,0,Six Day War--Safran
651,666,19670606,19670606,1,3,0,0,0,5,1,1,998,998,9,1,9,0,9,1,0,2,9,1,1,Subs Shell Coast--Jessup
670,663,19670630,99999999,1,5,4,2,9,0,9,0,999,999,9,1,9,0,9,1,0,0,9,1,1,1967 War Deter-Keesings
2,490,19670710,19671210,1,1,9,9,2,0,9,0,0,999,1,0,9,0,9,1,9,0,9,0,0,Trans. Zaire Army--NYT
530,490,19670718,19671231,1,1,0,0,3,0,9,0,999,999,1,0,9,0,9,1,0,0,0,0,0,Assist Anti-rebel-ARB/AR
365,651,19670731,19671031,1,1,0,0,9,4,2,0,0,0,0,1,0,0,9,1,0,0,9,0,0,Deterrence--Khouri/Kaplan
651,475,19670831,19700115,1,1,0,0,4,0,9,0,999,10,1,0,0,0,0,1,9,0,9,0,0,Biafra-DeJorse/Butterworth
2,517,19671107,19671209,1,6,0,0,1,0,9,9,0,999,9,1,0,0,9,1,1,0,1,0,1,Evac. Mercenaries-NYT/FoF
220,482,19671110,99999999,1,1,4,1,2,0,9,0,0,999,1,0,9,0,1,1,9,0,9,0,0,Protect Bokassa-ARB/NYT/Kalck
365,678,19671130,19680315,1,1,9,9,4,9,9,0,999,999,1,0,9,0,0,1,0,0,9,0,9,Yem. Civil War-Kaplan
40,145,19671231,19671231,1,3,5,1,9,9,9,0,12,999,1,0,9,0,9,1,9,0,0,0,0,Che G. Guerrillas--NYT/Kees.
680,678,19680219,19701231,1,2,5,1,9,9,9,9,999,999,1,0,9,9,9,1,0,9,9,1,1,Yem. Civil War--NYT/Jessup
200,590,19680313,19681231,2,1,4,1,9,9,9,9,999,999,1,0,9,0,9,1,0,0,1,0,0,Ethnic Violence--NYT/Keesings
666,663,19680321,19701231,1,3,5,9,4,0,9,9,999,999,9,1,0,1,9,1,0,1,9,1,1,Raids/Shell-NYT/Jessup/Kees
265,315,19680821,19690130,1,3,4,4,9,0,9,0,999,999,0,1,0,0,9,1,0,9,9,1,1,Prague Sp--Skilling/Kaplan
290,315,19680821,19690130,1,3,4,4,9,0,9,0,999,999,0,1,0,0,9,1,0,9,9,1,1,Prague Sp--Skilling/Kaplan
310,315,19680821,19690130,1,3,4,3,9,0,9,0,999,999,0,1,0,0,9,1,0,9,9,1,1,Prague Sp--Skilling/Kaplan
355,315,19680821,19690130,1,3,4,2,9,0,9,0,999,999,0,1,0,0,9,1,0,9,9,0,9,Prague Sp.--Skilling/Kaplan
365,315,19680821,19690417,1,3,4,4,2,0,9,0,999,999,0,1,0,0,9,1,0,9,9,1,1,Prague Sp.-Skilling/Kaplan
220,483,19680831,19751028,1,1,5,2,2,0,9,0,50,200,1,0,9,0,9,1,9,0,9,0,9,Back Govt.-Pittman/ARB/NYT
645,666,19681202,19681203,1,3,0,0,0,0,9,1,999,999,9,1,9,0,0,1,0,9,9,0,1,W.Bank Shell--Keesings
663,666,19681202,19681203,1,3,0,0,0,0,9,1,999,999,9,1,9,0,1,1,0,1,9,1,1,W.Bank Shell--Keesings
560,235,19681231,19751023,1,1,4,1,3,9,9,9,999,999,1,0,9,9,9,1,9,9,0,1,1,Angola--Marcum/Hallett
652,678,19681231,19681231,1,1,9,9,4,9,9,0,999,999,1,0,9,0,0,1,0,0,9,0,0,Yem Repl. Soviets--Kaplan
651,666,19690128,19691020,1,3,5,1,9,0,9,1,999,999,9,1,9,0,9,1,0,2,1,1,1,Syr. Border/DMZ--NYT
710,365,19690302,19690911,1,3,5,2,9,9,9,1,800,60,0,1,9,0,9,9,0,2,0,1,1,Ussuri River--An/Salisbury
230,411,19690303,19690331,1,3,9,9,0,1,1,0,0,0,9,0,9,0,9,0,1,0,1,0,0,Evac. from Disturbances--ARB
365,710,19690315,19690911,1,3,5,2,3,4,1,1,60,800,0,1,0,0,9,1,9,1,0,1,1,Ussuri River--An/Salisbury
645,652,19690315,19701231,1,5,3,3,9,0,9,0,999,999,9,1,9,0,9,1,0,9,9,1,1,Arab Command-NYT/FoF/Ks/Jessup
2,811,19690318,19730815,1,6,5,4,4,9,9,9,999,998,9,1,0,1,9,1,0,0,0,0,1,VN Insurg.--Shawcross
200,61,19690319,19690913,1,3,4,1,2,2,1,0,0,0,0,1,0,0,9,9,9,1,9,0,0,Anguilla UDI--
630,645,19690422,19690425,1,3,0,0,0,4,1,0,0,0,9,1,9,0,1,9,0,1,9,1,1,River Shipping-Jessp/FoF
710,775,19690531,19741231,1,3,3,2,9,0,9,9,999,283,9,1,9,1,9,1,0,9,9,1,1,Anti-Nat./Guer.--WashP/FoF
91,92,19690703,19710501,1,3,0,0,4,0,9,9,998,2,0,1,0,0,1,9,0,1,0,1,1,Football War--Butter/Disp/NYT
92,91,19690714,19710501,1,3,5,1,4,0,9,9,2,998,0,1,1,0,1,9,9,1,9,1,1,Football War--Butter/Disp82
29,91,19690718,19801030,4,0,3,1,9,0,9,0,1,999,0,1,9,0,0,0,1,0,9,9,1,Football War--Butter/Disp82
29,92,19690718,19801030,4,0,3,1,9,0,9,0,1,999,0,1,9,0,0,0,1,0,9,9,1,Football War--Butter/Disp82
666,660,19690903,19710131,1,6,5,1,4,0,9,9,9,17,9,1,9,1,9,1,0,1,9,1,1,Retal. Raids--NYT/Jessup
666,651,19690909,19700831,1,3,9,9,4,2,9,1,999,999,0,1,0,9,9,1,0,1,1,1,1,War Attrition--Khouri/Jessup
680,670,19691126,19701031,1,3,5,1,4,0,9,9,6,2,9,1,9,9,9,1,0,2,9,1,1,S.Y.War & Territ-NYT/Jessp/FoF
800,820,19691130,19760615,1,2,9,9,4,0,9,9,999,999,1,0,9,1,9,1,0,9,9,1,1,Joint Counter-Ins.--Jessup
820,800,19691130,19760615,1,2,9,9,4,0,9,9,999,999,1,0,9,1,9,1,0,9,9,1,1,Joint Counter-Ins--Jessup/NYT
670,680,19691203,19701031,1,3,9,9,4,0,9,9,2,6,1,0,9,1,9,1,0,2,9,1,1,S.Y.War & Territ-NYT/Jessp/Fof
220,433,19691210,19691231,2,1,2,9,9,0,9,0,999,999,0,1,9,0,9,1,9,0,9,0,0,Log.Suppt.Offensive-ACR/ARB
651,666,19691231,19700831,1,3,0,0,4,9,9,1,999,999,0,1,9,0,1,1,0,2,9,1,1,War of Attrition--Khouri
652,666,19700201,19700626,1,3,5,9,4,0,9,1,999,11,0,1,9,0,9,1,0,2,9,1,1,Golan Clashes--Jessup/FoF
666,652,19700201,19701231,1,3,5,9,4,0,9,1,11,999,9,1,0,9,9,1,0,1,1,1,1,Golan Clashes--Jessup/Fof
101,110,19700221,19700222,1,3,9,1,0,9,9,1,999,999,0,1,0,0,1,9,0,2,0,1,1,Border Disp-Disp82/FoF/NYT
817,811,19700330,19730815,1,6,5,4,4,9,9,9,999,998,9,1,9,1,9,1,0,9,0,1,1,VN Insurg.--Shawcross
365,651,19700331,10720718,1,1,9,9,4,9,9,0,999,999,0,1,0,0,9,1,9,0,9,0,0,Canal-Khri/Kap/Laqr/Glsm/Rbnst
770,663,19700416,99999999,1,1,4,2,9,0,9,0,999,999,9,1,9,0,9,1,9,0,9,0,0,Jor-PLO/Isr--Jessup/NYT/FoF
652,663,19700917,19700923,1,4,5,2,9,0,9,1,10,999,1,0,1,0,9,1,9,9,0,1,1,Pro-PLO--Jessup/NYT
619,663,19700929,19711231,4,0,2,1,9,0,9,0,999,999,0,1,9,0,0,0,1,0,0,9,9,Arab League Obs-Butterw/NYT
235,438,19701122,19701201,1,3,5,1,0,4,2,9,10,200,0,1,0,1,9,1,0,9,0,1,1,Guin-B.-NYT/ACR/LTms/AR
365,625,19701231,19711231,1,1,9,9,4,0,9,0,999,999,1,0,1,0,9,1,0,0,9,0,9,Sud.Civ.War-Kaplan/Wai
651,625,19701231,19721024,1,1,4,3,3,9,9,0,999,999,1,0,1,9,1,1,0,9,9,1,1,Sud Civ War-Epirle/NYT/Ks/Time
433,420,19710131,19710131,1,3,4,1,9,0,9,9,999,999,0,1,0,9,1,0,0,9,1,1,1,Retal./Smuggling--ARB
438,451,19710329,19730622,1,1,3,1,2,0,9,9,999,999,1,0,9,9,9,9,9,9,9,1,1,Protect President-AC/ACR/ARB
770,750,19710430,19711110,1,6,5,1,9,9,9,1,35,8,0,1,0,1,9,1,0,9,0,1,1,Chase rebels--NYT
652,663,19710713,19710814,1,4,0,0,0,0,9,1,999,999,1,0,1,0,9,1,9,9,0,1,1,Pro-PLO--Jessup/NYT
663,652,19710812,19710814,1,3,9,9,9,0,9,1,999,999,0,1,0,9,9,1,0,0,9,1,1,PLO Conflict--NYT/Keesings
500,510,19710824,19711021,1,3,5,1,4,0,9,1,3,7,0,1,0,1,9,9,1,9,1,1,1,Uga-Tan Border--ARB/NYT
510,500,19710827,19711021,1,3,9,9,9,0,9,1,999,9,9,1,9,0,9,1,9,9,1,1,1,Border Exchanges--ARB
750,770,19711030,19721220,1,4,5,4,4,5,2,1,998,998,1,0,1,9,1,1,1,1,0,1,1,Bangla D.-Jackson/Butter./MEPD
770,750,19711030,19721220,1,3,5,4,4,9,9,1,998,998,0,1,9,9,9,1,0,1,0,1,1,Bangla D.-Jackson/Butter./MEPD
630,200,19711130,19711201,1,3,4,9,9,2,9,9,0,0,0,1,9,0,1,1,0,2,0,0,2,Occupy Gulf Is.--Disp.82
200,770,19711210,19711212,1,0,0,0,1,0,9,0,0,0,0,0,9,0,9,9,1,0,9,0,0,Bangla D.--Jackson
666,652,19720223,19730108,1,3,5,9,4,0,9,1,999,999,0,1,0,1,9,1,0,1,1,1,1,Anti-Guer/Golan-Jessp/NYT/Kees
666,660,19720224,19730810,1,6,5,9,4,9,9,9,999,40,9,1,9,1,9,1,0,1,9,1,1,Retal Syr/PLO-Jessup/NYT
630,645,19720411,19740831,1,3,9,9,9,9,9,1,126,60,1,0,9,9,9,1,0,1,1,1,1,Shatt/Kurd-NYT/Abdlgni/MEPD/Ks
645,630,19720411,19740831,1,3,5,1,9,9,9,1,60,126,9,1,9,9,9,1,0,1,1,1,1,Shatt-NYT/Abdulghani/Keesings
235,510,19720414,19731231,1,6,9,9,4,0,9,9,1,3,0,1,0,1,9,1,0,9,1,1,1,Attack Frelimo-ARB/ACR/LTms/AR
490,516,19720504,19720520,1,1,4,1,9,0,9,9,999,999,1,0,9,1,9,9,9,9,9,1,1,Hutu Uprising--ARB/ACR
698,680,19720506,19751211,1,6,9,9,4,0,9,9,780,999,9,1,0,1,9,1,0,1,9,1,1,Dhofar Rebel.-Jessp/Keesings
680,678,19720509,19721028,1,3,4,2,4,0,9,1,1,117,9,1,9,1,9,1,0,9,9,1,1,Rebels-Jesp/NYT/Btrw/FoF/Kees
433,235,19720530,19720531,1,3,5,9,9,0,9,9,999,12,9,1,0,9,9,1,9,9,9,1,1,Retal. Guin-B--AR/ACR/ARB
481,411,19720823,19721113,1,3,9,9,0,2,1,9,999,999,9,1,0,9,1,0,0,2,0,1,1,Claim Islands--ARB/ACR/LeM
500,510,19720917,19720931,1,3,0,0,4,0,9,9,999,39,0,1,0,1,9,1,0,9,9,1,1,Bomb/Rebel Incurs--ARB
620,500,19720922,19720931,1,1,4,1,2,0,9,0,0,999,1,0,9,0,0,1,0,0,0,0,0,Support Amin--ARB/Jessup
678,680,19721008,19721028,1,3,5,9,3,2,9,1,117,26,0,1,9,9,9,1,0,2,1,1,1,Rebel Disp.-Jessp/FoF/Keesings
619,680,19721031,19721231,4,0,2,1,9,9,9,0,0,0,0,1,0,0,0,9,1,0,9,9,9,A.L.Peacekeep-Hassouna/Butterw
619,678,19721031,19721231,4,0,2,1,9,9,9,0,0,0,0,1,0,0,0,9,1,0,9,9,9,A.L.Peacekeep-Hassouna/Butterw
620,660,19721231,19821231,1,5,9,9,3,9,9,9,999,999,9,1,9,0,0,1,0,0,0,0,0,Pro-PLO--FAf/Keesings
652,660,19730103,19730103,1,5,0,0,4,0,9,9,0,0,0,1,0,0,0,1,0,0,9,1,1,Isr-Syr Dogfight in L.-NYT
516,510,19730315,19730714,1,6,5,1,4,0,9,9,14,84,0,1,0,1,9,9,0,9,0,1,1,Border Raids--ACR/ARB/NYT
670,690,19730330,99999999,1,1,4,4,9,9,9,0,0,0,9,1,0,0,1,1,0,9,9,1,1,Deter Iraq-Butterworth/Jessup
365,652,19730430,19730630,1,1,9,9,9,2,1,0,999,0,0,1,0,0,0,1,0,0,9,0,0,Transport Mor. Troops--Kaplan
600,652,19730430,19731025,1,5,5,2,9,9,9,0,999,998,0,1,0,0,0,1,0,0,9,0,0,1973 War-Whetten/Kaplan
620,483,19730630,19881231,1,3,3,9,9,0,9,9,999,999,9,1,9,0,1,1,9,2,0,1,1,Aouzou Strip--Pittman
510,516,19730712,19730714,1,3,5,9,9,0,9,1,999,14,9,1,1,0,1,9,1,9,9,1,1,Counter-Attack--ARB/NYT
620,651,19731006,19731025,2,5,4,1,4,0,9,0,999,998,0,1,0,0,9,1,0,0,9,1,0,1973 War--Aker
651,666,19731006,19740118,1,3,5,4,4,5,2,1,998,998,9,1,9,0,1,1,0,2,0,1,1,1973War-Monroe-Hockley/Whetten
