intervener,target,start,end,source,direction,type,amount,air,naval,size_naval,firing_outside,intervener_casualties,target casualties,domestic_dispute,affect_policies,social_protective,pursuit_border,economic,strategic,humanitarian,territorial,military/diplomatic,contiguity,int_contig,description
560,552,19820815,19820822,1,3,5,1,9,0,9,9,3,999,9,1,9,1,9,9,9,0,1,1,1,Sabotage Raids--ARB/NYT
220,660,19820821,19820920,1,0,3,1,2,9,9,0,999,999,9,1,1,0,9,1,1,0,9,0,0,Evac. PLO--FAf/Jessup
325,660,19820821,19820920,1,0,3,1,9,9,9,0,999,999,9,1,1,0,9,1,1,0,9,0,0,Evac. PLO--FAf/Jessup
2,660,19820825,19820901,1,0,3,1,9,2,2,0,999,999,9,1,1,0,9,1,1,0,9,0,0,Evac. PLO--FAf/Jessup
200,660,19820827,19820920,1,0,3,1,9,2,9,0,999,999,9,1,1,0,9,1,1,0,9,0,0,Evac. PLO--Jessup
2,660,19820829,19840330,1,1,5,2,4,5,2,1,400,998,1,0,1,0,9,1,9,0,1,0,0,Leb. Civil War--Jessup/FAf
220,660,19820920,19840331,2,1,5,2,4,9,9,9,68,998,1,0,1,0,9,1,9,0,1,0,0,Leb. Civil War--Jessup/FAf
325,660,19820920,19840220,2,1,5,2,9,9,9,9,15,998,1,0,1,0,9,1,9,0,1,0,0,Leb. Civil War--Jessup/FAf
90,70,19820930,19830131,1,6,5,1,3,0,9,1,999,6,0,1,0,1,9,9,0,9,0,1,1,Refugee Camps-Kees./NYT/FoF
552,541,19821130,19881231,1,5,5,4,4,0,9,9,100,200,1,0,9,0,1,1,9,0,9,1,1,SAf/CivWar-SLPD/NYT/FoF/Brn/Ks
560,570,19821208,19821231,1,6,5,1,2,0,9,9,4,42,9,1,0,1,9,1,0,9,9,1,1,ANC--ARB/SLPD
200,660,19821231,19840203,1,1,5,1,9,9,9,9,999,998,1,0,1,0,9,1,9,0,1,0,0,Leb. Civil War--Jessup/FAf
560,541,19830131,19831031,1,6,5,1,4,9,9,0,999,35,0,1,0,1,9,9,0,0,0,1,1,Raid ANC--ARB/NYT/SLPD/AR/ACR
2,92,19830202,19881231,2,1,5,1,4,9,9,0,10,999,1,0,0,9,9,1,1,0,9,0,0,Advisors-Insurg.--NYT
365,652,19830331,19881231,1,1,0,0,3,0,9,0,999,999,0,1,9,0,0,1,0,0,9,0,0,SAM Missiles--FoF/Kees/NYT
475,483,19830418,19830531,1,3,5,1,4,2,2,1,9,300,9,1,9,9,9,9,0,2,0,1,1,Island Clash-ARB/Disputes 87
640,645,19830526,19871231,1,6,5,2,4,0,9,9,999,210,1,0,9,9,9,1,0,9,9,1,1,Kurd Rebel-NYT/FAf/FoF/WashP
2,483,19830731,19830815,1,1,9,9,2,0,9,0,0,999,1,0,9,0,0,1,0,0,0,0,0,Trans. Zairians--ARB
220,483,19830731,19841110,1,1,4,2,3,0,9,0,999,999,1,0,9,0,9,1,0,0,9,0,9,Support Habre--ARB
490,483,19830731,19841110,1,1,5,2,3,0,9,0,999,999,1,0,9,9,9,1,0,0,0,0,0,Support Habre--ARB
620,483,19830731,19870831,2,4,5,2,4,0,9,9,999,999,1,0,9,9,9,1,0,1,1,1,1,Support Goukhouni--ARB
365,770,19830918,19881231,1,6,5,1,4,0,9,1,999,250,0,1,0,1,9,1,0,0,0,0,1,Afgh War-CSM/Keesings
700,770,19830919,19881231,1,6,9,9,4,0,9,1,999,250,9,1,0,1,9,1,0,9,0,1,1,Afgh. Insurg.--WSJ/Keesings
93,94,19830928,19850531,1,6,5,1,0,0,9,1,999,11,9,1,0,1,0,1,0,0,0,1,1,Contra War-NYT/Jessup/FoF/Kees
2,55,19831025,19831216,1,3,5,3,4,2,2,1,133,382,1,0,0,0,9,1,1,0,9,0,0,After Coup--WSJ/NYT/Motley
49,55,19831025,19831216,4,3,3,1,0,9,9,9,0,382,1,0,0,9,9,1,9,9,9,2,0,After Coup--NYT
552,571,19831108,19831221,1,6,5,1,0,0,9,9,1,999,0,1,0,1,9,1,0,0,9,1,1,Hot Pursuit Rebels-ARB
200,835,19840101,19881231,2,1,3,1,9,9,9,0,0,0,9,1,9,0,1,1,0,0,9,0,0,Oil Fields--NYT
93,91,19840111,19850930,1,6,5,1,9,0,9,1,999,999,0,1,0,1,9,1,0,9,0,1,1,Contra War--NYT
135,130,19840116,19840117,1,3,9,9,9,0,9,1,999,2,0,1,0,0,1,9,0,1,0,1,1,Border Dispute--NYT
2,625,19840323,19840331,1,5,9,9,2,9,9,0,0,0,9,1,9,0,9,1,0,0,9,0,1,Transport Egy.--AR/ACR
651,625,19840323,19850228,1,5,9,9,3,0,9,0,0,0,9,1,9,9,9,1,0,9,9,1,1,Anti-Libya--AR/ACR
710,816,19840401,19850731,1,3,5,2,9,0,9,1,280,24,0,1,9,9,9,1,0,1,9,1,1,Border Clashes-NYT/Keesings
816,710,19840401,19850731,1,3,5,3,9,0,9,1,999,280,0,1,9,9,9,1,0,2,0,1,1,Border Clash--NYT
800,812,19840415,19880219,1,3,5,1,4,0,9,1,50,200,9,1,9,1,9,1,0,2,0,1,1,Border Disp.--NYT/Disputes 87
749,750,19840421,19840508,1,3,5,1,9,0,9,1,2,1,0,1,9,0,1,9,9,9,9,1,1,Refugee Dispute--NYT
710,816,19840501,19881231,1,3,5,9,9,4,2,9,1,79,0,1,0,0,1,1,0,2,0,0,0,Spratly Is-CSM/Disp87/Keesings
94,93,19840503,19840503,1,3,9,9,9,0,9,1,999,999,9,1,9,0,0,1,0,9,1,1,1,Retal Firing--NYT
600,615,19840614,19840614,1,3,5,1,0,0,9,9,4,999,0,1,9,9,9,9,0,9,9,1,1,Border Incurs--NYT
750,770,19840630,19871231,1,3,3,1,9,0,9,1,999,150,9,1,9,0,9,9,0,2,9,1,1,Kshmr Glacier-Disp.87/Keesings
200,651,19840814,19841231,1,1,0,0,9,3,2,0,999,0,9,1,0,0,1,9,1,0,1,0,0,Red Sea Mine Clear--NYT
220,651,19840814,19841231,1,1,0,0,9,3,1,0,999,0,9,1,0,0,1,9,1,0,1,0,0,Red Sea Mine Clear--NYT
2,670,19840815,19841231,1,1,0,0,3,9,9,0,999,0,9,1,0,9,1,9,1,0,1,0,0,Red Sea Mine Clear--NYT
2,651,19840817,19841231,1,1,0,0,3,3,1,0,999,0,9,1,0,0,1,9,1,0,1,0,0,Red Sea Mines--NYT/Kees/Qndt
365,680,19840819,19841231,1,1,0,0,3,3,2,0,999,0,9,1,0,0,9,9,1,0,1,0,0,Red Sea Mine Clear--NYT
820,816,19840904,19841003,1,3,3,1,0,4,1,0,0,0,0,1,0,0,1,1,0,2,0,0,0,Spratly Is.-Disp87/Keesings
560,541,19841231,19850919,1,4,9,9,9,2,1,9,0,999,1,0,9,9,9,1,0,9,0,1,1,Transport Rebels--NYT
2,625,19850322,19850323,1,5,0,0,1,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Airlift Falashas--NYT/FAf
200,205,19850601,19850601,1,9,9,1,2,0,9,0,0,0,0,9,9,9,9,0,9,0,9,1,1,Ire. Border--NYT
560,552,19850630,19850630,1,6,5,1,9,0,9,0,999,12,0,1,0,1,9,1,0,0,0,1,1,Raid ANC--SLPD
812,800,19850831,19880219,1,3,5,9,0,0,9,1,200,50,9,1,9,1,9,1,0,1,0,1,1,Border Disp.--NYT/Disputes 87
91,93,19850913,19850930,1,3,9,9,4,0,9,9,999,999,1,0,9,0,9,1,0,9,0,1,1,Down Copter--FoF
315,255,19850928,19850928,1,5,0,0,3,0,9,9,0,0,0,1,0,0,0,1,0,0,0,1,1,Warn plane--NYT/Facts on File
2,325,19851010,19851010,3,6,4,1,2,9,9,0,0,0,0,1,0,1,0,9,9,0,9,0,0,Achille L. Hijack-Keesings
651,338,19851123,19851123,1,6,5,1,2,9,9,0,3,3,0,0,0,1,0,1,1,0,9,0,0,Hijack Commandos--NYT
432,439,19851225,19851231,1,3,5,1,4,0,9,9,1,41,0,1,1,0,1,0,0,2,0,1,1,Border-Disp87/FAf/NYT/SLPD
439,432,19851226,19851231,1,3,9,9,4,0,9,9,41,1,0,1,9,9,1,0,0,2,0,1,1,Border-Disp87/FAf/NYT/SLPD
2,31,19851231,99999999,2,1,9,9,2,9,9,9,999,999,0,1,0,0,1,9,9,0,9,2,0,Drug Pursuit--NYT
560,572,19851231,19861231,1,6,4,1,9,0,9,9,999,999,0,1,9,1,9,1,0,9,9,1,1,Raids-ANC/Renamo-SLPD/NYT
666,660,19860102,19881231,1,4,5,4,4,5,2,1,30,120,1,0,1,1,9,1,9,1,9,1,1,Southern Zone--NYT
220,483,19860216,19870831,1,1,4,2,4,0,9,0,999,999,1,0,9,0,9,1,0,0,9,0,1,Oppose Libyans--ARB/NYT
2,620,19860324,19860415,1,3,0,0,4,9,9,9,2,75,9,1,0,0,1,1,0,2,1,0,0,Anti-Lib. Bombing--FAf/NYT
91,93,19860331,19880320,1,3,9,9,4,9,9,9,999,999,1,0,9,0,9,1,0,9,0,1,1,Contra War--NYT
93,91,19860331,19880320,1,6,5,2,9,9,9,9,258,1,0,1,0,1,9,1,0,9,0,1,1,Contra War--NYT
620,625,19860331,19860430,1,2,0,0,4,0,9,0,999,999,1,0,1,0,9,1,0,9,9,1,1,Sud Civ War-WSJ/NYT/Ks/ACR
620,325,19860415,19860415,1,5,0,0,0,5,1,1,0,0,0,1,0,0,1,1,0,2,1,0,0,Attack US Base--FAf/NYT
694,692,19860426,19860531,1,3,4,1,0,2,1,0,0,0,0,1,0,0,1,9,0,2,9,2,2,Disputed Islands-Disp87/NYT
560,551,19860519,19860519,1,6,5,1,4,0,9,0,0,13,0,1,0,1,9,9,0,0,0,1,1,Bomb Lusaka-SLPD/NYT/FoF/ARB
560,552,19860519,19860519,1,6,5,1,2,0,9,9,0,0,0,1,0,1,9,1,0,0,0,1,1,Punitive Raid--NYT
2,145,19860714,19861115,1,1,0,0,2,0,0,0,999,999,0,1,0,0,1,0,9,0,0,0,0,Drug Pursuit--NYT
640,350,19861104,19861219,1,3,5,1,9,0,9,1,2,2,0,1,9,0,9,1,9,9,0,1,1,Gr-Tur Brdr-NYT/LATms/FoF/MBal
2,91,19861207,19880320,2,1,0,0,2,0,9,0,999,999,0,1,0,0,9,1,0,0,9,0,0,Contra War--NYT
350,640,19861219,19861219,1,3,5,1,9,0,9,1,2,2,0,1,9,0,9,1,9,9,0,1,1,Gr-Tur Brdr-NYT/LATms/FoF/MBal
710,816,19870106,19870110,1,3,5,2,9,0,9,1,500,998,0,1,9,0,0,1,0,1,9,1,1,Border Clashes--Disputes 87
816,710,19870106,19870110,1,3,5,2,9,0,9,1,998,500,0,1,0,0,0,1,0,1,9,1,1,Border Clashes--Disputes 87
510,541,19870331,19881231,1,2,5,1,9,0,9,9,999,999,1,0,9,0,1,1,9,0,9,1,1,SAF/Civ.War--Keesings/LTms
553,541,19870411,19881231,1,2,3,9,9,0,9,9,999,999,1,0,9,0,1,1,9,0,9,1,1,SAF/Civ.War--Keesings/LTms
560,551,19870425,19870425,1,6,5,1,2,0,9,0,0,5,9,1,0,1,9,1,0,9,9,1,1,Anti-ANC/Zam.-NYT/FAf
2,90,19870503,19870504,1,1,0,0,2,0,9,0,0,999,1,0,0,0,9,1,0,0,9,0,1,Insurgency--NYT/FoF
560,541,19870529,19870529,1,6,5,1,0,2,1,9,1,3,9,1,9,1,9,1,0,0,0,1,1,Anti-ANC Raid--SLPD/NYT
750,780,19870730,19881231,1,1,5,4,3,9,9,9,998,998,1,0,1,9,9,1,9,0,9,2,2,Tamil Rebel.--For.Aff./NYT
100,101,19870809,19870816,1,3,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,1,0,1,2,Coastal Dispute--NYT
500,501,19871119,19881231,1,6,5,1,9,2,1,1,14,7,9,1,9,1,1,9,0,9,1,1,1,Border Cross-NYT/LTms/FAf/ARB
2,91,19880317,19880331,1,1,3,2,2,9,9,0,999,999,0,1,0,0,9,1,0,0,9,0,0,Contra War--NYT
2,95,19880402,19881231,1,3,3,2,9,9,9,0,1,0,1,0,0,0,1,1,0,9,1,0,0,Noriega Dispute--NYT
1,700,19880516,19881231,4,0,2,1,9,0,9,0,0,0,0,1,0,0,0,0,1,0,9,9,9,Obs. Accords--NYT
1,770,19880516,19881231,4,0,2,1,9,0,9,0,0,0,0,1,0,0,0,0,1,0,9,9,9,Obs. Accords--NYT
1,630,19880810,19881231,4,0,2,1,2,9,9,0,999,0,0,1,0,0,0,9,1,0,0,9,0,Peace Observation--FoF/NYT
1,645,19880810,19881231,4,0,2,1,2,9,9,0,999,999,0,1,0,0,0,9,1,0,0,9,0,Peace Observation--FoF/NYT
750,781,19881103,19881231,1,2,5,2,2,4,1,9,0,54,1,0,9,0,9,1,9,0,9,0,0,Foil Coup--NYT/For.Aff.
560,540,19890208,19890210,1,4,5,1,0,0,9,0,40,23,1,0,0,0,0,1,0,0,0,0,1,"S. Africa aids Unita opposition in Angola (GM, Xinh)"
770,700,19890215,19960901,1,4,5,2,9,0,9,9,9999999,267,1,0,0,0,0,1,0,0,0,1,1,"Pakistan military supports Mujahadeen rebels  (RIA, Reuters, UPI)"
1014,565,19890216,19900321,4,0,2,3,9,9,9,0,11,0,0,0,0,0,0,1,1,0,0,0,0,UN (UNTAG) to supervise Namibia transition to independence (UN website)
500,501,19890307,19890307,1,3,5,0,4,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Ugandan air attack on Kenyan Village (AP, Bercovitch)"
501,500,19890307,19890313,1,3,5,1,0,0,9,1,0,9999999,0,0,0,1,0,0,0,0,0,1,1,"Kenyan troops fire into Uganda (BBC, Bercovtich)"
483,625,19890406,19891028,1,0,4,2,0,0,9,0,9999999,9999999,0,0,0,1,0,0,0,0,0,1,1,"Chadian soldiers pursue rebels into Sudan after aborted coup (BBC, UPI, AP)"
700,770,19890406,19900626,1,3,4,0,0,0,9,1,9999999,4,0,0,0,1,0,1,0,0,1,1,1,"Afghanistan fires Scuds and RPGs into Pakistan (BC, Xinh, Reuters)"
92,91,19890527,19890527,1,6,5,9,4,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"El Salvador air attack against Honduran rebels (UPI, IPS, Xinh)"
775,800,19890606,19890606,1,0,5,0,4,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Burmese planes attack Thai village-purse Karen rebels (AP, Xinh)"
220,660,19890821,19890825,1,1,4,0,0,4,2,1,0,9,0,0,0,1,0,0,1,0,1,0,0,"French warships fire in Lebanon against RJO to protect French nationals (LT, Guard., AP)"
2,660,19890906,19890906,1,0,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"U.S evacuates diplomats from Lebanon (AP, NYT)"
1014,90,19891101,19920131,4,0,2,2,2,9,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"UN (ONUCA) in Honduras, Costa Rica, El Salvador, Guatemala, Nicaragua (UN website)"
1014,91,19891101,19920131,4,0,2,2,2,9,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"UN (ONUCA) in Honduras Costa Rica, El Salvador, Guatemala, Nicaragua (UN website)"
1014,92,19891101,19920131,4,0,2,2,2,9,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"UN (ONUCA) in Honduras, Costa Rica, El Salvador, Guatemala, Nicaragua (UN website)"
1014,93,19891101,19920131,4,0,2,2,2,9,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"UN (ONUCA) in Honduras, Costa Rica, El Salvador, Guatemala, Nicaragua (UN website)"
1014,94,19891101,19920131,4,0,2,2,2,9,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"UN (ONUCA) in Honduras, Costa Rica, El Salvador, Guatemala, Nicaragua (UN website)"
625,500,19891115,19891115,1,0,5,0,4,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Sudanese air raid in Uganda (BBC, Xinh)"
2,840,19891201,19891209,2,1,4,1,3,0,9,0,0,9999999,1,0,0,0,0,1,0,0,1,0,0,"US aids Phillippine government after coup attempt (AP, UPI, Xinh)"
220,581,19891215,19891216,1,3,4,1,2,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"France sends troops and naval vessels to take control of Comoros security (FT, WP, NYT, LM)"
2,95,19891220,19900228,3,2,5,4,4,9,9,9,82,56,0,1,0,0,0,1,0,0,0,0,0,"US removes Panamanian government (WP, NYT)"
433,435,19891227,19900106,9,3,5,9,1,0,9,1,0,0,0,0,0,0,1,0,0,2,0,1,1,"Senegal aids nationals in Mauritania after territorial dispute (UPI,Xinhua,BBC, LM)"
435,433,19891227,19900106,9,3,5,1,1,0,9,1,0,0,0,0,0,0,1,0,0,2,0,1,1,"Mauritania aids and evacuates nationals in Senegal after territorial dispute (UPI, Xinhua, BBC, LM)"
750,770,19900312,19901221,1,3,5,1,3,0,9,1,9999999,9999999,0,0,0,0,0,0,0,1,0,1,1,"India initiates firing into Pakistan after mobilizing troops in disputed territory (Globe,PLC,WP,FT)"
770,750,19900312,19901221,9,3,5,9,9,0,9,1,9999999,9999999,0,0,0,0,0,0,0,1,0,1,1,"Pakistan exchanges cross-border firing with India in Kashmir region (FT, Indep, GM)"
220,483,19900330,19900411,3,1,5,2,4,0,9,0,9999999,9999999,1,0,0,0,0,1,0,0,1,0,0,"France sends limited reinforcement to Chad to aid in repelling Libyan invasion (Reuter, UPI, WT, Xinh, LM)"
483,625,19900509,19900516,1,0,5,2,9,0,9,0,9999999,9999999,0,0,0,1,0,0,0,0,0,1,1,"Chadian troops pursue rebels from the Islamic Front into Sudan (UPI, Xinh)"
404,433,19900519,19900523,1,3,5,9,0,0,9,1,0,2,0,0,0,0,0,0,0,1,0,1,1,"Guinea-Bissau engages in border clash with Senegal over disputed territory (BBC, Xinh, LM)"
433,404,19900519,19900523,1,3,5,9,0,0,9,1,2,0,0,0,0,0,0,0,0,1,0,1,1,"Senegal engages in border clash with Guinea-Bissau over disputed territory (BBC, Xinh, LM)"
220,481,19900524,19900602,3,0,3,1,9,0,9,0,9999999,9999999,0,0,0,0,0,1,0,0,1,0,0,"France sends troops to Gabon to protect French citizens (WP, FT, Indep, OST, LM)"
771,690,19900801,19910406,1,1,4,3,0,0,9,0,0,9999999,0,0,0,0,1,1,0,1,0,0,1,"Bangladesh troops part of Persian Gulf Coalition in Kuwait (USA Today, Gulf War Chronical, Desert Shield Factbook)"
645,690,19900802,19900227,1,3,5,4,9,0,9,0,9999999,500,0,0,0,0,1,1,0,1,0,1,1,"Iraq invades Kuwait and establishes a provisional government (AP,UP, BBC)"
2,450,19900805,19910110,1,0,3,2,3,4,1,0,9999999,9999999,0,0,0,0,0,0,1,0,1,0,0,"US evacuates American citizens from Liberia during civil conflict (CSM, AP, WP)"
2,670,19900808,19910115,1,1,3,4,3,4,2,0,28,0,0,0,0,0,1,1,0,0,0,0,0,"US in Saudi Arabia to protect it from Iraqi invasion in Op. Desert Shield (US Today, Des. Shield Factbook, Gulf War Chronicle)"
2,690,19900811,19910406,1,1,5,4,4,4,2,1,9999999,9999999,0,0,0,0,1,1,0,1,0,0,1,"US restores Kuwaiti government in Desert Storm (USA Today, Gulf War Chronicle)"
200,670,19900811,19910115,1,1,3,4,3,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Britain provides troops, 36 combat, 3 recon aircraft, and large naval fleet to Saudi Arabia for Op. Desert Shield (USA Today, Gulf War Chron., Des. Shield Factbook)"
200,690,19900811,19910406,1,1,5,4,4,5,2,1,47,9999999,0,0,0,0,1,1,0,1,0,0,1,"UK troops, air, naval support for Persian Gulf Coalition in Kuwait (USA Today, Gulf War Chronicle)"
600,670,19900811,19910115,1,1,3,2,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Morocco provides ground and mechanized infantry troops for Op. Desert Shield in Saudi Arabia (USA Today, Gulf War Chronicle, Desert Shield Factbook, LM)"
651,670,19900811,19910115,1,1,3,4,3,0,9,0,0,0,0,0,0,0,1,1,0,0,0,1,1,"Egypt provides ground and paratroops and combat aircraft to Saudi Arabia for Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
651,690,19900811,19910406,1,1,5,4,0,0,9,0,10,9999999,0,0,0,0,1,1,0,1,0,0,1,"Egyptian troops part of Persian Gulf Coalition in Kuwait (USA Today, Gulf War Chronical, Desert Shield Factbook)"
91,690,19900812,19910406,1,1,4,1,0,0,9,0,0,9999999,0,0,0,0,1,1,0,1,0,0,1,"Honduras troops part of Persian Gulf Coalition in Kuwait (USA Today, Gulf War Chronical, Desert Shield Factbook)"
360,690,19900812,19910406,1,1,2,1,0,0,9,0,0,9999999,0,0,0,0,1,1,0,1,0,0,1,"Romania provides medical team and NBC experts as part of the Persian Gulf Coalition in Kuwait (USA Today, Gulf War Chronical, Desert Shield Factbook)"
670,690,19900812,19910406,1,1,5,4,4,0,9,1,18,9999999,0,0,0,0,1,1,0,1,0,0,1,"Saudi Arabia aids in Persian Gulf Coaltion in Kuwait (USA Today, Gulf War Chronical, Desert Shield Factbook)"
692,690,19900812,19910406,1,1,5,2,4,0,9,1,0,9999999,0,0,0,0,1,1,0,1,0,1,1,"Bahrain troops part of Persian Gulf Coalition in Kuwait (USA Today, Gulf War Chronical, Desert Shield Factbook)"
694,690,19900812,19910406,1,1,4,3,3,0,9,0,0,9999999,0,0,0,0,1,1,0,1,0,1,1,"Qatar provides troops as part of Persian Gulf Coalition in Kuwait (USA Today, Gulf War Chronical, Desert Shield Factbook)"
696,690,19900812,19910406,1,1,5,2,3,0,9,0,6,9999999,0,0,0,0,1,1,0,1,0,0,1,"UAE troops in Persian Gulf Coalition in Kuwait (USA Today, Gulf War Chronical, Desert Shield Factbook)"
698,690,19900812,19910406,1,1,4,1,3,0,9,0,0,9999999,0,0,0,0,1,1,0,1,0,0,1,"Oman provides troops as part of Persian Gulf Coalition in Kuwait (USA Today, Gulf War Chronical, Desert Shield Factbook)"
20,670,19900813,19910115,1,1,0,0,3,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Canada provides 18 combat aircraft and 3 ships to Saudi Arabia for Op. Desert Shield (USA Today, Gulf War Chronicle, Desert Shield Factbook)"
160,670,19900813,19910115,1,1,0,9,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Argentina provides 1 destroyer to Saudi Arabia for Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
210,670,19900813,19910115,1,1,0,0,3,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Netherlands give 18 combat aircraft and 2 frig and 1 supply ship for Op. Desert Shield (USA Today, Gulf War Chronicle, Desert Shield Factbook)"
211,670,19900813,19910115,1,1,0,0,2,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Belgium provides transport aircraft and 4 ships for Saudi Arabia in Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
220,670,19900813,19910115,1,1,3,4,3,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"France provides troops and Legion, 32 combat aircraft, and large carrier group to Saudi Arabia for Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle, LM)"
220,690,19900813,19910406,1,1,5,4,4,4,2,1,2,9999999,0,0,0,0,1,1,0,1,0,0,1,"France troops, air, navy part of Persian Gulf Coalition in Kuwait (USA Today, Gulf War Chronical, Desert Shield Factbook, LM)"
230,670,19900813,19910115,1,1,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Spain provides one ship for Operation Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
235,670,19900813,19910115,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Portugal provides supply ship for Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
316,670,19900813,19910115,1,1,3,1,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Czech Republic provide a chemical defense unit and hospital unit to Saudi Arabia for Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
325,670,19900813,19910115,1,1,0,0,3,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Italy provides 8 combat aircraft, 2 frig, 1 supply ship to Saudi Arabia for Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
350,670,19900813,19910115,1,1,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Greece provides 1 frigate to Saudi Arabia for Op. Desert Shield (USA Today, Gulf War Chronicle, Desert Shield Factbook)"
365,670,19900813,19910115,1,1,0,0,0,4,9,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Soviet Union provides guarded missile destroyer, anti-sub warfare ship, 2 supply ships for Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
380,670,19900813,19910115,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Sweden evacuates foreign national from Saudi Arabia (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
390,670,19900813,19910115,1,1,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Denmark provides 1 warship to Saudi Arabia for Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
433,670,19900813,19910115,1,1,3,1,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Senegal provides 500 troops for Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
436,670,19900813,19910115,1,1,3,1,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Niger provides infantry troops in Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
652,670,19900813,19910115,1,1,3,4,2,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Syria in Saudi Arabia to protect it from Iraqi invasion in Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
690,670,19900813,19910115,1,1,3,9,3,0,9,0,9999999,0,0,0,0,0,1,1,0,0,1,1,1,"Kuwait provides troops through the Gulf Council and 25-30 combat aircraft (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
692,670,19900813,19910115,1,1,3,9,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,1,1,"Bahrain provides troops to Saudi Arabia through Gulf Council (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
694,670,19900813,19910115,1,1,3,9,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,1,1,"Qatar provides troops as a gulf council member in Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
696,670,19900813,19910115,1,1,3,9,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,1,1,"UAE in Saudi Arabia to protect it from Iraqi invasion in Op. Desert Shield (USA Today, Des. Shield Factbook, Gulf War Chronicle)"
698,670,19900813,19910115,1,1,3,9,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,1,1,"Oman contributes troops through gulf council in Op. Desert Shield (USA Today, Gulf War Chronicle, Desert Shield Factbook)"
770,670,19900813,19910115,1,0,3,2,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Pakistan intervenes in Saudi Arabia to protect Mecca and Medina from potential Iraqi invasion (Desert Shield Factbook, Gulf War Chronicle)"
771,670,19900813,19910115,1,1,3,2,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Bangladesh provides troops for Saudi Arabia for Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Chronicle)"
900,670,19900813,19910115,1,1,0,9,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Austrailia provides 2 frigates and 1 supply ship to Saudi Arabia for Op. Desert Shield (USA Today, Desert Shield Factbook, Gulf War Coalition)"
